,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
7941,0.64,0.52,3,166,3,0,0,0,10,2
7943,0.81,0.52,4,221,6,0,0,0,5,1
7945,0.88,0.66,4,218,4,1,0,0,5,2
7946,0.87,0.68,5,236,4,0,0,0,8,1
7949,0.77,0.48,3,204,6,0,0,0,8,1
7950,0.76,0.99,3,166,3,0,0,0,8,3
7951,0.21,0.93,4,189,2,1,0,0,8,3
7953,0.41,0.56,2,121,2,0,0,0,8,3
7954,0.9,0.56,3,149,2,0,0,0,8,1
7955,0.96,0.9,5,198,2,0,0,0,8,3
7957,0.6,0.8,4,222,2,0,0,0,8,3
7958,0.5,0.76,2,107,4,0,0,0,8,1
7959,0.79,0.61,4,162,2,0,0,0,8,3
7960,0.32,0.69,6,192,3,0,0,0,8,1
7961,0.85,0.59,5,236,3,0,0,0,8,2
7962,0.9,0.62,5,225,2,0,0,0,8,3
7963,0.74,0.54,4,167,2,0,0,0,8,3
7967,0.74,0.99,4,193,3,0,0,0,1,2
7970,0.73,0.63,3,205,2,1,0,0,2,2
7971,0.6,0.73,3,140,5,1,0,0,2,2
7972,0.8,0.77,5,256,2,0,0,0,10,2
7975,0.64,0.99,3,167,2,0,0,0,10,2
7976,0.92,0.59,4,190,5,0,0,0,10,1
7978,1,0.6,4,265,4,0,0,0,10,2
7979,0.69,0.63,4,272,2,0,0,0,10,2
7981,0.63,0.58,4,236,2,0,0,0,10,1
7982,0.57,0.89,4,255,3,1,0,0,10,2
7984,0.68,0.92,4,209,6,0,0,0,9,2
7987,0.59,0.67,4,271,2,0,0,0,9,3
7989,0.98,0.87,3,239,4,0,0,0,9,3
7990,0.36,0.45,2,135,3,1,0,0,9,1
7991,0.6,0.58,2,182,2,0,0,0,9,3
7992,0.24,0.54,6,193,4,0,0,0,9,3
7993,0.67,0.72,4,192,3,1,0,0,9,3
7994,0.17,0.6,5,144,6,0,0,0,10,3
7995,0.57,0.58,3,251,3,0,0,0,10,3
7997,0.73,0.62,3,171,3,0,0,0,4,3
7998,0.61,0.86,4,153,5,0,0,0,3,3
8000,0.85,0.55,3,226,4,0,0,0,3,2
8002,0.84,0.66,4,204,3,0,0,0,3,3
8004,0.69,0.69,3,236,4,0,0,0,6,3
8006,0.52,0.59,6,104,4,0,0,0,6,3
8007,0.56,0.55,3,245,2,0,0,0,3,3
8014,0.86,0.53,4,155,3,0,0,0,5,1
8015,0.88,1,5,190,2,0,0,0,8,2
8018,0.64,0.69,4,232,3,0,0,0,10,1
8019,0.72,0.59,4,245,2,0,0,0,4,2
8021,0.75,0.7,4,179,2,0,0,0,5,2
8022,0.65,0.95,4,153,2,0,0,0,5,2
8023,0.98,0.98,5,210,6,0,0,0,8,2
8024,0.68,0.8,2,257,2,1,0,0,8,2
8025,0.52,0.37,3,137,4,0,0,0,8,2
8028,0.86,0.79,3,106,6,1,0,0,8,3
8029,0.5,0.99,4,272,2,0,0,0,8,3
8030,0.35,0.37,4,153,2,0,0,0,8,3
8032,0.66,0.95,4,224,2,0,0,0,8,3
8033,0.58,0.71,3,230,3,1,0,0,8,3
8034,0.55,0.97,4,222,4,0,0,0,8,3
8035,0.9,0.53,3,270,3,0,0,0,8,3
8036,0.75,0.71,4,205,3,0,0,0,8,3
8038,0.14,0.54,5,275,4,1,0,0,8,1
8039,0.86,0.57,4,183,3,0,0,0,8,2
8040,0.56,0.84,4,143,4,0,0,0,8,3
8041,0.54,0.63,5,259,2,0,0,0,8,3
8042,0.36,0.8,5,186,4,0,0,0,1,3
8043,0.82,0.59,3,155,3,0,0,0,1,3
8045,0.77,0.97,3,215,2,0,0,0,2,2
8046,0.64,0.83,4,179,3,0,0,0,2,2
8047,0.93,0.53,3,217,3,0,0,0,2,2
8048,0.96,0.94,5,235,3,0,0,0,2,2
8049,0.6,0.97,3,164,2,0,0,0,10,2
8050,0.58,0.55,3,178,5,0,0,0,10,2
8051,0.52,0.49,5,170,3,0,0,0,10,2
8053,0.64,0.99,4,222,2,0,0,0,10,2
8054,0.93,0.59,3,233,3,0,0,0,10,2
8055,0.76,0.49,5,243,3,0,0,0,10,2
8057,0.79,0.55,4,266,3,0,0,0,10,2
8058,0.97,0.95,5,201,2,0,0,0,10,2
8059,0.6,0.49,5,259,4,0,0,0,10,2
8061,0.75,0.99,5,189,3,0,0,0,9,2
8065,0.5,0.88,4,147,3,0,0,0,9,3
8067,0.97,0.77,3,206,4,0,0,0,9,3
8068,0.61,0.5,4,175,3,0,0,0,9,3
8070,0.74,0.64,3,229,3,0,0,0,9,3
8071,0.92,0.98,4,161,3,0,0,0,10,3
8073,0.56,0.57,3,205,3,0,0,0,10,3
8076,0.69,0.85,5,246,3,0,0,0,3,3
8077,0.78,0.83,4,158,3,0,0,0,3,1
8080,0.8,0.63,4,211,2,0,0,0,6,3
8082,0.77,0.52,4,241,3,0,0,0,6,3
8086,0.33,0.39,3,98,3,1,0,0,7,2
8087,0.78,0.66,6,105,5,1,0,0,7,2
8088,0.58,0.83,3,226,3,0,0,0,7,2
8089,0.63,0.59,4,171,4,0,0,0,7,2
8091,0.59,0.55,3,183,4,0,0,0,5,2
8092,0.6,0.9,5,139,3,0,0,0,8,2
8096,1,0.61,4,198,2,0,0,0,4,2
8098,0.54,0.97,5,233,3,1,0,0,5,2
8099,0.98,0.69,2,204,4,0,0,0,5,2
8100,0.34,0.59,2,164,2,0,0,0,8,2
8101,0.71,0.53,5,162,2,0,0,0,8,2
8102,0.64,0.64,3,180,2,1,0,0,8,2
8103,0.71,0.93,2,199,2,0,0,0,8,2
8104,0.58,0.63,4,190,2,0,0,0,8,3
8106,0.58,0.85,4,162,3,0,0,0,8,3
8107,0.87,0.67,3,139,2,0,0,0,8,3
8108,0.72,0.86,3,231,3,1,0,0,8,3
8109,0.67,0.83,5,269,2,0,0,0,8,3
8110,0.53,0.97,4,249,3,0,0,0,8,3
8113,1,0.88,4,240,4,0,0,0,8,3
8114,0.75,0.75,5,229,2,1,0,0,8,3
8115,0.29,0.66,3,256,2,1,0,0,8,3
8116,0.37,0.7,2,188,2,0,0,0,8,1
8118,0.24,0.64,5,190,4,0,0,0,8,3
8120,0.18,0.64,6,154,5,0,0,0,1,3
8121,0.76,0.85,4,135,3,0,0,0,1,3
8123,0.82,0.94,3,253,2,0,0,0,2,2
8124,0.97,0.94,3,180,3,0,0,0,2,2
8125,0.72,0.9,4,225,2,0,0,0,2,2
8126,0.98,0.64,4,134,3,1,0,0,10,2
8128,0.72,0.88,3,224,3,0,0,0,10,2
8130,0.62,0.78,3,178,3,1,0,0,10,2
8132,0.82,0.56,5,180,3,0,0,0,10,2
8133,0.59,0.9,3,189,2,0,0,0,10,2
8135,0.72,0.88,3,236,3,0,0,0,10,2
8138,0.99,0.52,4,205,2,0,0,0,9,2
8140,0.61,0.57,4,160,3,1,0,0,9,2
8141,0.89,0.85,4,201,2,1,0,0,9,2
8142,0.61,0.7,5,157,4,0,0,0,9,2
8143,0.9,0.74,3,260,2,0,0,0,9,3
8144,0.96,0.51,5,152,3,0,0,0,9,3
8148,0.66,0.99,3,183,2,0,0,0,10,3
8149,0.96,0.6,5,269,2,0,0,0,10,3
8151,0.75,0.98,4,170,4,0,0,0,4,3
8153,0.93,0.69,3,138,2,0,0,0,3,3
8154,0.44,0.54,3,115,3,0,0,0,3,3
8158,0.42,0.6,2,188,3,0,0,0,6,3
8159,0.99,0.82,3,255,2,0,0,0,6,3
8160,0.89,0.91,4,190,2,0,0,0,6,3
8162,0.5,0.46,3,165,3,0,0,0,7,2
8163,0.59,0.59,3,141,3,0,0,0,7,2
8164,0.57,0.69,3,154,2,0,0,0,7,2
8165,1,0.87,3,165,2,0,0,0,7,2
8166,0.6,0.59,5,266,2,0,0,0,7,2
8167,0.21,0.85,6,235,6,0,0,0,7,2
8169,0.8,0.82,3,218,3,0,0,0,8,2
8172,0.83,0.58,4,225,3,0,0,0,10,2
8174,0.79,0.99,4,183,2,0,0,0,5,2
8177,0.74,0.69,4,244,2,0,0,0,8,2
8180,0.9,0.91,5,176,3,0,0,0,8,3
8181,0.7,0.67,5,136,3,0,0,0,8,3
8183,0.89,0.77,4,269,4,0,0,0,8,3
8184,0.59,0.87,4,183,2,0,0,0,8,3
8186,0.53,0.49,3,158,3,0,0,0,8,3
8188,0.51,0.66,4,182,2,0,0,0,8,3
8189,0.78,0.61,4,268,3,0,0,0,8,3
8190,0.52,0.69,3,144,3,0,0,0,8,3
8191,0.42,0.5,5,286,4,0,0,0,8,1
8192,0.61,0.38,2,268,3,0,0,0,8,2
8193,0.85,1,3,255,3,0,0,0,8,3
8194,0.17,0.85,6,245,5,0,0,0,8,3
8196,0.56,0.98,3,251,3,1,0,0,1,3
8197,0.5,0.73,5,165,2,0,0,0,1,2
8199,0.77,0.67,4,225,4,0,0,0,2,2
8203,0.95,0.87,4,135,3,0,0,0,10,2
8206,0.57,0.7,3,172,3,0,0,0,10,2
8208,1,0.71,5,186,2,0,0,0,10,2
8209,0.85,0.67,4,163,3,0,0,0,10,2
8211,0.66,0.68,3,202,3,0,0,0,10,2
8213,0.99,0.5,5,214,2,0,0,0,10,2
8215,0.96,0.97,4,260,3,0,0,0,9,2
8216,0.49,0.52,4,251,2,0,0,0,9,2
8217,0.39,0.85,5,179,5,0,0,0,9,2
8218,0.87,0.74,4,178,2,1,0,0,9,3
8222,0.7,0.9,5,246,2,0,0,0,9,3
8225,0.4,0.41,3,232,3,0,0,0,10,3
8226,0.96,0.53,3,158,4,0,0,0,10,3
8227,0.86,0.92,5,137,3,0,0,0,10,3
8228,0.68,0.85,3,209,2,0,0,0,4,3
8229,0.56,0.64,3,206,2,0,0,0,3,3
8232,0.18,0.51,5,159,6,0,0,0,3,3
8235,0.94,0.8,5,245,3,1,0,0,6,3
8236,0.56,1,3,141,2,1,0,0,6,2
8238,0.59,0.89,5,143,3,1,0,0,3,2
8239,0.63,0.62,4,286,5,1,0,0,7,2
8240,0.97,0.88,5,173,3,0,0,0,7,2
8242,0.85,0.58,4,167,4,0,0,0,7,2
8244,0.68,0.62,3,255,5,0,0,0,7,2
8245,0.71,0.73,3,274,3,0,0,0,5,2
8246,0.5,0.59,3,192,2,0,0,0,8,2
8248,0.99,0.65,3,209,2,1,0,0,9,2
8249,0.97,0.86,5,222,3,0,0,0,10,2
8250,0.82,0.71,5,208,2,0,0,0,4,2
8252,0.53,0.74,3,135,2,0,0,0,5,2
8255,0.8,0.81,5,156,2,0,0,0,8,2
8257,0.66,0.65,4,154,3,0,0,0,8,3
8261,0.42,0.8,4,279,6,0,0,0,8,3
8263,0.55,0.71,4,223,3,0,0,0,8,3
8265,0.84,0.74,3,234,3,1,0,0,8,3
8266,0.33,0.62,4,113,6,0,0,0,8,3
8270,0.87,0.67,4,272,4,0,0,0,8,2
8271,0.38,0.42,2,127,4,0,0,0,8,3
8272,0.8,0.51,4,141,3,1,0,0,8,3
8273,0.69,0.8,5,263,3,1,0,0,1,3
8275,0.92,0.76,5,246,2,1,0,0,1,2
8276,0.6,0.88,3,201,2,0,0,0,2,2
8277,0.89,0.93,3,181,3,0,0,0,2,2
8278,0.91,0.93,3,238,2,0,0,0,2,2
8281,0.66,0.69,3,182,3,1,0,0,10,2
8282,0.21,0.55,4,189,2,0,0,0,10,2
8284,0.21,0.96,4,287,5,0,0,0,10,3
8286,0.68,0.95,4,146,2,0,0,0,10,3
8287,0.99,0.87,4,162,4,0,0,0,10,3
8288,0.85,0.55,4,158,5,0,0,0,10,3
8290,0.89,0.98,3,214,3,0,0,0,10,3
8292,0.76,0.97,4,219,2,0,0,0,9,3
8293,0.79,0.87,3,218,3,0,0,0,9,3
8294,0.89,0.64,4,237,2,0,0,0,9,3
8298,0.7,0.87,3,158,2,0,0,0,9,3
8299,0.92,0.61,4,252,2,0,0,0,9,3
8303,0.29,0.4,6,205,3,0,0,0,10,3
8305,0.55,0.97,4,267,4,0,0,0,4,3
8308,0.7,0.43,6,253,3,0,0,0,3,1
8309,0.63,0.68,4,191,2,0,0,0,3,1
8310,0.97,0.63,5,199,2,1,0,0,3,1
8311,0.28,0.52,3,127,4,0,0,0,6,1
8314,0.22,0.76,4,176,6,1,0,0,6,1
8318,0.93,0.88,5,140,3,0,0,0,7,1
8321,0.72,1,4,151,2,0,0,0,7,2
8322,0.78,0.53,3,152,2,0,0,0,5,2
8323,0.55,0.75,4,166,2,0,0,0,8,2
8324,0.39,0.86,3,261,2,0,0,0,1,2
8325,0.67,0.78,3,235,3,0,0,0,9,2
8327,0.6,0.69,6,250,5,1,0,0,4,2
8328,0.48,0.64,4,146,2,0,0,0,5,2
8331,0.51,0.54,4,166,4,1,0,0,8,2
8332,0.63,0.9,4,188,4,1,0,0,8,2
8333,0.6,0.57,3,203,2,0,0,0,8,2
8334,0.7,0.99,3,167,3,0,0,0,8,2
8335,0.5,0.99,2,258,3,1,0,0,8,3
8336,0.59,0.51,2,126,3,0,0,0,8,3
8337,0.52,0.39,6,246,4,0,0,0,8,3
8340,0.94,0.98,4,197,3,0,0,0,8,3
8341,0.98,0.61,3,272,3,0,0,0,8,3
8344,0.99,0.54,3,199,2,0,0,0,8,3
8346,0.96,0.83,3,233,3,0,0,0,8,3
8347,0.28,0.77,3,221,3,0,0,0,8,1
8350,0.75,0.55,2,188,3,0,0,0,1,1
8351,0.89,0.88,3,203,3,0,0,0,1,1
8358,0.94,0.53,5,169,3,0,0,0,10,2
8360,0.59,0.57,3,147,4,0,0,0,10,2
8361,0.51,0.91,3,227,2,0,0,0,10,2
8362,0.66,0.66,4,166,3,0,0,0,10,2
8363,0.76,0.94,4,168,6,0,0,0,10,3
8367,0.63,0.84,4,181,3,0,0,0,10,3
8368,0.79,0.99,4,177,3,1,0,0,9,3
8369,0.85,0.68,3,272,2,1,0,0,9,3
8370,0.74,0.52,3,213,3,0,0,0,9,3
8372,0.62,0.51,4,274,2,0,0,0,9,3
8377,0.71,0.96,3,132,2,0,0,0,9,3
8378,0.23,0.72,6,121,3,0,0,0,9,3
8380,0.69,0.61,2,141,3,0,0,0,10,3
8381,0.63,0.81,5,189,3,0,0,0,10,3
8383,0.31,0.57,4,200,4,0,0,0,3,3
8385,0.96,0.87,4,213,3,0,0,0,3,3
8387,0.48,0.97,4,141,2,0,0,0,3,2
8389,0.59,0.79,3,217,4,0,0,0,6,3
8390,0.66,0.85,6,165,5,0,0,0,6,3
8391,0.69,0.92,5,220,2,0,0,0,6,3
8393,0.58,0.94,5,274,3,0,0,0,7,3
8394,0.72,0.57,4,224,4,0,0,0,7,3
8395,0.65,0.99,5,240,5,0,0,0,7,3
8397,0.55,0.87,3,215,2,0,0,0,7,3
8398,0.74,0.56,4,254,2,0,0,0,5,2
8400,0.71,0.72,4,177,3,0,0,0,1,2
8401,0.83,0.37,5,101,4,1,0,0,9,2
8404,0.88,0.55,3,263,3,0,0,0,5,2
8407,0.57,0.54,3,157,4,1,0,0,8,1
8408,0.75,0.69,3,242,3,0,0,0,8,1
8410,0.96,0.92,3,196,4,0,0,0,8,2
8411,0.75,0.67,4,135,2,0,0,0,8,1
8414,0.84,0.93,5,225,4,0,0,0,8,1
8416,0.74,0.42,3,131,3,0,0,0,8,3
8418,0.62,0.64,5,187,3,0,0,0,8,3
8419,0.54,0.48,3,275,2,0,0,0,8,1
8420,0.55,0.97,5,125,4,0,0,0,8,3
8423,0.64,0.53,3,281,3,0,0,0,8,1
8424,0.92,0.51,3,223,2,0,0,0,8,3
8425,0.86,0.87,3,268,2,0,0,0,8,1
8427,0.86,0.92,3,162,3,1,0,0,1,3
8428,0.55,0.51,3,192,3,0,0,0,1,3
8430,0.49,0.9,3,250,2,0,0,0,2,3
8431,0.98,0.72,3,262,4,0,0,0,2,2
8433,0.64,0.5,3,146,3,0,0,0,10,2
8434,0.54,0.53,4,245,2,0,0,0,10,2
8435,0.58,0.45,3,131,2,0,0,0,10,2
8439,0.59,0.45,2,171,2,0,0,0,10,2
8443,0.43,0.77,3,237,3,1,0,0,10,2
8444,0.58,0.84,3,258,4,0,0,0,9,2
8445,0.66,0.68,4,269,3,1,0,0,9,2
8446,0.7,0.8,5,245,4,0,0,0,9,1
8447,0.82,0.54,4,164,3,0,0,0,9,2
8448,0.49,0.49,4,256,3,1,0,0,9,2
8450,0.96,0.73,3,193,3,1,0,0,9,1
8451,0.7,0.57,3,179,2,0,0,0,9,2
8455,0.84,0.68,4,179,3,0,0,0,10,1
8456,0.66,0.38,4,145,5,0,0,0,10,3
8457,0.49,0.65,3,168,4,0,0,0,10,3
8458,0.88,0.89,4,213,3,0,0,0,4,3
8459,0.69,0.91,6,150,5,0,0,0,3,3
8462,0.95,0.77,5,139,2,0,0,0,3,3
8464,0.93,0.73,3,252,4,0,0,0,6,1
8465,0.84,0.52,3,232,4,0,0,0,6,2
8467,0.52,0.65,4,264,3,0,0,0,6,3
8468,0.98,0.8,4,142,2,0,0,0,3,3
8469,0.66,0.64,5,208,4,0,0,0,7,3
8470,0.92,0.49,5,178,2,1,0,0,7,3
8471,0.71,0.8,5,192,3,0,0,0,7,3
8472,0.65,0.92,4,242,2,0,0,0,7,3
8473,0.23,0.47,4,277,5,0,0,0,7,3
8474,0.71,0.97,3,173,2,1,0,0,5,3
8475,0.21,0.65,4,276,6,0,0,0,5,1
8476,0.7,0.72,2,189,3,0,0,0,8,2
8478,0.6,0.52,5,140,3,0,0,0,9,2
8479,0.58,0.63,5,191,3,1,0,0,10,1
8480,0.73,0.72,5,178,2,0,0,0,4,2
8484,0.77,0.68,3,225,2,0,0,0,8,2
8485,0.97,0.81,5,266,2,0,0,0,8,2
8487,0.78,0.82,4,142,2,1,0,0,8,2
8488,0.77,0.87,3,207,4,1,0,0,8,2
8489,0.66,0.53,4,162,3,0,0,0,8,2
8490,0.25,0.98,6,287,5,1,0,0,8,2
8493,0.26,0.91,6,113,2,0,0,0,8,3
8494,0.74,0.58,4,178,4,0,0,0,8,3
8495,0.52,0.83,3,153,2,0,0,0,8,3
8496,0.95,0.62,4,255,2,0,0,0,8,3
8497,0.66,0.82,4,257,3,1,0,0,8,3
8498,0.79,0.66,4,243,3,0,0,0,8,3
8500,0.4,0.37,3,123,2,0,0,0,8,3
8502,0.71,0.79,3,134,3,0,0,0,8,3
8504,0.76,1,5,265,2,0,0,0,1,2
8509,0.75,0.98,3,206,2,0,0,0,2,2
8514,0.3,0.98,2,109,4,1,0,0,10,2
8515,0.89,0.59,3,247,4,0,0,0,10,2
8517,0.67,0.64,4,149,4,0,0,0,10,2
8518,0.15,0.48,6,218,6,0,0,0,10,2
8519,0.59,0.75,4,194,2,0,0,0,10,2
8521,0.23,0.68,5,244,3,0,0,0,9,2
8522,0.95,0.58,5,169,2,0,0,0,9,2
8523,0.31,0.53,2,146,3,1,0,0,9,2
8524,0.47,0.55,5,207,3,0,0,0,9,2
8525,0.26,0.95,3,195,5,0,0,0,9,2
8528,0.88,0.68,3,185,2,0,0,0,9,2
8530,0.96,0.48,3,182,2,1,0,0,9,3
8531,0.85,0.65,3,195,3,0,0,0,9,3
8532,0.96,0.85,3,168,3,0,0,0,10,3
8533,0.85,0.88,3,198,4,1,0,0,10,3
8534,0.59,0.93,5,172,2,0,0,0,10,3
8536,0.5,0.75,3,232,2,0,0,0,3,3
8538,0.44,0.83,4,210,2,0,0,0,3,3
8540,0.73,0.83,4,241,3,0,0,0,3,3
8545,0.69,0.89,2,202,2,0,0,0,3,3
8546,0.22,0.65,5,174,5,1,0,0,7,3
8550,0.66,0.84,5,187,2,1,0,0,7,2
8552,0.88,0.59,4,240,2,0,0,0,8,2
8553,0.2,0.54,4,149,3,0,0,0,1,2
8559,0.61,0.53,4,183,3,0,0,0,5,2
8560,0.55,0.55,4,211,4,0,0,0,8,2
8561,0.64,0.78,5,156,5,1,0,0,8,2
8563,0.87,0.54,4,162,2,0,0,0,8,2
8564,0.2,0.9,3,218,4,0,0,0,8,2
8566,0.96,0.7,2,273,3,0,0,0,8,2
8568,0.7,0.39,6,285,4,0,0,0,8,2
8571,0.64,0.64,4,242,3,0,0,0,8,3
8573,0.87,0.84,3,172,3,0,0,0,8,3
8574,0.53,0.56,4,249,2,0,0,0,8,3
8575,0.72,0.98,4,180,2,0,0,0,8,3
8577,0.97,0.54,5,185,2,0,0,0,8,3
8578,0.92,0.76,3,171,2,0,0,0,8,3
8579,0.82,0.95,6,191,6,0,0,0,1,3
8580,0.59,0.56,4,250,2,0,0,0,1,3
8581,0.84,0.95,5,199,3,0,0,0,1,1
8585,0.84,0.81,4,198,2,0,0,0,2,3
8587,0.87,0.93,4,199,3,0,0,0,10,2
8594,0.36,0.39,3,98,3,0,0,0,10,2
8595,0.91,0.61,3,262,3,0,0,0,10,2
8596,0.87,0.68,3,257,3,0,0,0,10,2
8597,0.97,0.94,3,160,3,0,0,0,9,2
8600,0.42,0.51,3,190,4,0,0,0,9,2
8601,0.53,0.51,4,181,3,0,0,0,9,2
8602,0.56,0.88,4,273,3,0,0,0,9,2
8603,0.26,0.7,5,214,6,1,0,0,9,2
8604,0.53,0.49,4,192,2,0,0,0,9,2
8606,0.48,0.43,3,96,3,0,0,0,9,2
8607,0.91,0.5,3,276,4,0,0,0,9,2
8609,0.67,0.8,4,190,4,0,0,0,10,3
8611,0.57,0.78,4,143,3,0,0,0,4,3
8612,0.55,0.57,5,280,6,1,0,0,3,3
8613,0.79,0.49,3,137,2,0,0,0,3,3
8616,0.19,0.64,5,231,4,1,0,0,3,3
8617,0.99,0.48,3,104,3,0,0,0,6,3
8619,0.81,0.85,4,202,3,1,0,0,6,3
8621,0.74,0.61,3,228,2,1,0,0,3,2
8625,0.77,0.95,3,192,4,1,0,0,7,3
8626,0.79,0.77,4,171,2,0,0,0,7,2
8629,0.84,0.73,5,230,4,1,0,0,1,2
8631,0.9,0.52,4,167,3,1,0,0,10,2
8635,0.5,0.89,5,223,3,0,0,0,5,2
8637,0.55,0.99,3,158,3,0,0,0,8,2
8638,0.89,0.86,3,223,2,0,0,0,8,2
8640,0.58,0.96,5,143,2,0,0,0,8,2
8641,0.34,0.88,5,131,6,0,0,0,8,2
8643,0.59,0.54,4,210,3,0,0,0,8,2
8644,0.88,0.96,4,262,3,0,0,0,8,3
8646,0.79,0.75,4,259,3,0,0,0,8,3
8647,0.51,0.73,4,174,3,0,0,0,8,3
8648,0.84,0.84,3,150,4,0,0,0,8,3
8649,0.95,0.67,4,219,2,0,0,0,8,3
8654,0.41,0.5,3,193,3,0,0,0,8,3
8656,0.71,0.6,4,208,3,0,0,0,1,1
8658,0.83,0.98,5,187,4,0,0,0,2,3
8660,0.67,0.85,4,266,3,0,0,0,2,3
8661,0.85,0.56,3,159,3,0,0,0,2,3
8663,0.7,0.74,4,150,3,1,0,0,10,2
8664,0.44,0.58,4,152,3,0,0,0,10,2
8666,0.63,0.74,5,227,2,0,0,0,10,2
8667,0.87,0.77,4,261,3,0,0,0,10,2
8668,0.82,0.53,4,162,3,1,0,0,10,2
8669,0.97,0.89,4,193,3,0,0,0,10,2
8671,0.41,0.5,6,151,2,0,0,0,10,2
8672,0.58,0.94,4,225,2,0,0,0,10,2
8673,0.77,0.5,5,170,2,0,0,0,9,2
8674,0.89,0.75,4,246,3,1,0,0,9,2
8678,0.2,1,3,123,4,0,0,0,9,2
8679,0.13,0.6,3,178,5,0,0,0,9,2
8680,0.95,0.9,3,259,2,0,0,0,9,2
8682,0.22,0.98,4,185,3,0,0,0,9,2
8684,0.23,0.96,4,213,4,0,0,0,10,3
8685,0.85,0.79,4,138,2,0,0,0,10,3
8686,0.79,0.57,3,168,2,0,0,0,10,3
8687,0.6,0.6,4,197,3,0,0,0,4,3
8689,0.65,0.92,3,101,3,1,0,0,3,3
8690,0.61,0.7,4,175,3,1,0,0,3,3
8692,0.49,0.57,3,157,3,0,0,0,3,3
8694,0.85,1,5,244,2,0,0,0,6,3
8695,0.24,0.39,4,152,5,0,0,0,6,1
8696,0.85,0.99,5,176,4,0,0,0,6,2
8697,0.99,0.98,5,241,2,0,0,0,3,3
8698,0.49,0.49,4,240,2,0,0,0,7,3
8699,0.56,0.73,3,226,3,0,0,0,7,3
8701,0.62,0.68,3,253,5,1,0,0,7,2
8704,0.61,0.77,4,195,2,0,0,0,8,2
8705,0.49,0.99,6,230,4,0,0,0,1,2
8706,0.29,0.85,2,248,6,1,0,0,9,2
8708,0.93,0.94,4,217,2,0,0,0,4,2
8712,0.62,0.82,5,151,5,0,0,0,8,2
8713,0.74,0.75,2,137,3,1,0,0,8,2
8715,0.2,0.82,4,190,5,0,0,0,8,2
8716,0.51,0.91,4,206,3,0,0,0,8,2
8720,0.73,0.59,6,121,5,0,0,0,8,2
8721,0.98,0.88,4,145,2,0,0,0,8,2
8722,0.62,0.65,4,212,3,1,0,0,8,3
8725,0.82,0.68,2,200,3,0,0,0,8,3
8726,0.24,0.81,4,217,5,0,0,0,8,3
8727,0.84,0.73,5,245,3,0,0,0,8,3
8728,0.9,0.55,3,260,3,0,0,0,8,3
8730,0.6,0.67,3,249,2,0,0,0,8,3
8732,0.68,0.61,4,147,3,0,0,0,1,3
8735,0.86,0.73,3,241,3,0,0,0,2,2
8736,0.85,0.51,3,242,3,0,0,0,2,3
8737,0.63,0.85,2,156,3,1,0,0,2,3
8738,0.74,0.87,3,155,3,0,0,0,10,3
8739,0.6,0.5,3,211,3,0,0,0,10,3
8740,0.69,0.82,4,137,2,1,0,0,10,2
8741,0.56,0.96,2,269,2,0,0,0,10,2
8745,0.12,0.5,5,287,4,0,0,0,10,2
8748,0.71,1,3,181,4,0,0,0,10,3
8751,0.38,0.55,2,215,6,0,0,0,9,3
8752,0.27,0.86,3,222,5,0,0,0,9,3
8753,0.86,0.64,4,137,2,0,0,0,9,3
8754,0.17,0.52,6,176,5,0,0,0,9,3
8758,0.49,0.61,5,196,3,0,0,0,9,3
8759,0.9,0.88,5,256,4,0,0,0,9,3
8760,0.98,0.81,3,153,4,0,0,0,10,3
8762,0.12,0.95,3,236,3,0,0,0,10,3
8763,0.91,0.67,5,137,3,0,0,0,4,3
8764,0.99,0.62,4,256,2,0,0,0,3,3
8765,0.49,0.8,4,161,2,0,0,0,3,3
8767,0.21,0.84,3,194,2,0,0,0,3,3
8768,0.89,0.9,3,231,3,0,0,0,3,3
8769,0.84,0.81,4,152,2,1,0,0,6,3
8772,0.9,0.69,4,172,3,0,0,0,6,3
8775,0.56,0.85,3,109,2,0,0,0,7,1
8778,0.58,0.9,5,224,3,0,0,0,7,1
8779,0.68,0.58,3,217,2,0,0,0,5,1
8781,0.83,0.78,5,240,3,0,0,0,1,1
8782,0.49,0.49,2,226,3,0,0,0,9,1
8783,0.57,0.95,4,176,3,0,0,0,10,1
8785,0.78,0.6,2,206,2,0,0,0,5,2
8786,0.55,0.8,3,192,3,1,0,0,5,2
8787,0.98,0.62,3,140,4,0,0,0,5,2
8790,1,0.49,4,140,3,0,0,0,8,2
8791,0.67,0.44,4,194,2,1,0,0,8,2
8793,0.71,0.87,4,238,3,0,0,0,8,2
8795,0.82,0.82,4,164,2,0,0,0,8,2
8796,0.48,0.89,3,224,3,0,0,0,8,2
8798,0.52,0.63,3,171,2,0,0,0,8,2
8799,0.24,0.78,5,131,5,0,0,0,8,2
8800,0.92,0.95,6,239,4,0,0,0,8,3
8801,0.66,0.89,3,202,3,1,0,0,8,3
8803,0.77,0.59,4,153,3,0,0,0,8,3
8804,0.6,0.48,4,219,4,1,0,0,8,3
8805,0.78,0.49,3,194,3,1,0,0,8,3
8806,0.6,0.53,4,228,3,0,0,0,8,3
8807,0.31,1,4,177,5,0,0,0,1,3
8809,0.33,0.95,4,280,3,0,0,0,1,3
8815,0.2,0.59,5,105,4,0,0,0,10,1
